Record_ID,City,State,Region,City Category,Year,Month,Season,Population,Population Density (per km²),Urbanization Rate (%),Waste Type,Daily Waste Generation (TPD),Waste Per Capita (kg),Collection Efficiency (%),Waste Segregation Rate (%),Recycling Rate (%),Composting Rate (%),Landfill Dependency (%),Waste Processing Capacity (TPD),Treatment Method,Municipal Efficiency Score,Awareness Campaigns,Smart Bins,Collection Vehicles,Collection Frequency,Waste Management Workers,Waste Management Budget (?),Cost Per Ton (?),Carbon Emissions,Landfill Capacity (Tons),Remaining Landfill Capacity (Tons),Latitude,Longitude,Air Quality Index (AQI),Rainfall (mm),Tourism Impact Score,Industrial Activity Level,Population Growth Rate (%),Sustainability Index,Performance Level,Sustainability Category
WM007034,Bharatpur,Rajasthan,North,Tier-3,2018,5,Summer,320047,951.7,31.9,Organic,31.68,0.104,56.4,41.5,23.5,33.4,41.7,25.81,Composting,2.8,0,21,10,1,489,1605845,451,78.67,335581,75.2,27.2152,77.4909,176,17.9,3.4,4.7,3.73,39.9,Low,Average
WM007035,Bhavnagar,Gujarat,West,Tier-2,2018,5,Summer,433644,5600.2,45.2,Organic,61.23,0.141,66,48.5,25.5,31,40.5,57.19,Landfill,5.9,3,71,16,3,951,7593959,554,928.52,1228395,85.9,21.7645,72.1519,136,16.9,3,3,2.99,45.2,Medium,Good
WM007036,Bhilai,Chhattisgarh,Central,Tier-2,2018,5,Summer,536563,6413,58.9,Organic,83.93,0.157,69.9,47,26.9,46.9,25.6,84.08,Landfill,5.4,2,119,23,4,1073,8399721,551,1379.44,1756402,83.9,21.2094,81.4285,165,23.6,4.3,6.1,3.27,47.3,Medium,Good
WM007037,Bhiwandi,Maharashtra,West,Tier-2,2018,5,Summer,764915,6968.7,63.3,Metal,6.65,0.009,50.2,57.1,67.7,0.9,29.1,5.85,Recycling,3.5,1,158,24,2,1427,12145497,965,26.17,755032,78.5,19.3002,73.0629,143,18.5,2.2,4.7,2.05,50,Medium,Good
WM007038,Bhopal,Madhya Pradesh,Central,Tier-1,2018,5,Summer,1458589,9497.1,68.9,Paper,63.46,0.042,64.5,52.7,62.6,3.9,30.2,48.84,Recycling,5.3,1,767,69,5,3445,34026357,1037,222.21,3953835,83.3,23.2599,77.4126,178,40,3.9,3.1,1.18,52.5,High,Excellent
WM007039,Bhubaneswar,Odisha,East,Tier-2,2018,5,Summer,1060589,4979.6,44.4,Glass,12.95,0.012,55,42.6,53.1,0.2,45.5,9.63,Landfill,5,2,202,39,4,2379,15926895,480,228.62,436924,81.1,20.2961,85.8245,149,82.7,5.3,2.9,2.35,43.4,Medium,Average
WM007040,Bikaner,Rajasthan,North,Tier-2,2018,5,Summer,478116,3637.7,62.7,Construction,28.66,0.062,59.3,48.9,37.9,0.4,60.5,28.19,Recycling,5.9,0,118,20,4,1183,8327092,851,95.67,768053,83,28.0229,73.3119,218,36.7,2,4.3,2.71,38.3,Medium,Average
WM007041,Bilaspur,Chhattisgarh,Central,Tier-2,2018,5,Summer,705368,6556.5,56.8,Organic,120.57,0.174,63.2,46.4,26.5,31.5,41.8,98.85,Composting,4.8,1,134,24,4,1549,10599908,497,310.99,998079,81,22.0797,82.1391,142,15.6,1.6,8.1,3.55,42.6,Low,Average
WM007042,Chandigarh,Chandigarh,North,Tier-1,2018,5,Summer,2091406,6128.9,62.5,Biomedical,8.63,0.004,78,70.5,28.5,1.3,58.5,7.11,Landfill,5.4,3,762,101,5,4867,36393628,637,140.25,4929345,85.7,30.7333,76.7794,230,1.3,3.9,5,2.06,40.2,High,Average
WM007043,Chandigarh,Chandigarh,North,Tier-1,2018,5,Summer,2091406,6128.9,62.5,Paper,75.29,0.035,58.5,57.3,56.4,4.2,33.4,70.1,Recycling,5.4,3,762,101,5,4867,36393628,1418,281.85,4929345,85.7,30.7333,76.7794,230,1.3,3.9,5,2.06,48.3,High,Good
WM007044,Chennai,Tamil Nadu,South,Metro,2018,5,Summer,10287067,26746.1,95.9,Construction,882.8,0.084,66.3,49.3,34.6,0.8,62.8,726.84,Recycling,6.7,2,7854,746,7,34146,380710749,1933,3158.19,14265786,83.7,13.0827,80.2707,146,34.9,3.7,8.9,0.7,41.6,Medium,Average
WM007045,Chennai,Tamil Nadu,South,Metro,2018,5,Summer,10287067,26746.1,95.9,Organic,2402.71,0.239,82.3,53,26.7,37,28.1,1932.06,Waste_to_Energy,6.7,2,7854,746,7,34146,380710749,2455,19802.06,14265786,83.7,13.0827,80.2707,146,34.9,3.7,8.9,0.7,52,High,Excellent
WM007046,Coimbatore,Tamil Nadu,South,Tier-1,2018,5,Summer,1465414,5448.7,81.5,E-Waste,12.73,0.009,57,52.8,38.2,1,58,11.99,Landfill,5.9,1,693,71,4,4350,38364562,774,194.97,4684418,85,11.0168,76.9558,183,23.4,1.7,8,2.59,39.3,Medium,Average
WM007047,Cuttack,Odisha,East,Tier-2,2018,5,Summer,965386,6130.4,54.2,Construction,54.39,0.059,50.5,49.9,44.7,0,50.4,60.59,Landfill,4.7,3,241,33,3,2152,10515700,471,849.5,1440824,82.8,20.4625,85.883,128,34.4,3.8,3.1,3,41.5,Medium,Average
WM007048,Cuttack,Odisha,East,Tier-2,2018,5,Summer,965386,6130.4,54.2,Organic,157.1,0.159,63.4,45,14.9,31.5,51.6,133.65,Landfill,4.7,3,241,33,3,2152,10515700,553,2636.88,1440824,82.8,20.4625,85.883,128,34.4,3.8,3.1,3,34.3,Low,Poor
WM007049,Darjeeling,West Bengal,East,Tier-3,2018,5,Summer,272563,1009.3,41.2,Plastic,8.98,0.033,43.4,43.7,41.2,0.4,57.5,8.18,Landfill,2.2,0,19,6,2,342,1952201,320,157.06,43098,79.1,27.041,88.2663,116,66.5,10,2.1,2.49,30.1,Low,Poor
WM007050,Dehradun,Uttarakhand,Central,Tier-2,2018,5,Summer,947125,6077.6,56.5,Paper,26.92,0.028,61.4,60.8,58.6,4.9,33.1,21.4,Recycling,6.4,1,198,36,4,1869,10332067,730,91.85,388453,86.4,30.3165,78.0322,192,17.6,4,7.9,3.41,53.8,High,Excellent
WM007051,Delhi,Delhi,North,Metro,2018,5,Summer,18950321,31923.7,90.6,Organic,4383.06,0.222,81.6,48.8,30.8,32.1,25.4,3972.54,Composting,7.8,2,14929,1329,7,69359,843576118,995,10415.68,11149900,87.3,28.7041,77.1025,180,18,4.5,6.4,0.97,52.6,High,Excellent
WM007052,Delhi,Delhi,North,Metro,2018,5,Summer,18950321,31923.7,90.6,Paper,960.14,0.049,77.4,75.1,63.5,5,29,952.38,Landfill,7.8,2,14929,1329,7,69359,843576118,1030,15830.17,11149900,87.3,28.7041,77.1025,180,18,4.5,6.4,0.97,63.7,High,Excellent
WM007053,Diu,Daman and Diu,West,Tier-3,2018,5,Summer,106714,2869.9,23.4,Construction,3.96,0.039,52.1,44,39.1,1.4,55.1,3.07,Incineration,4.6,2,6,3,2,172,759444,782,45.11,56264,83,20.7144,70.9874,129,16.1,8.1,3.5,2.37,39.7,Low,Average
WM007054,Durgapur,West Bengal,East,Tier-2,2018,5,Summer,393148,4877.9,43.9,Organic,54.98,0.144,64.8,40.4,13.8,35.3,51.3,53.69,Landfill,3.8,0,68,14,4,803,8081324,465,878.17,1075886,78.2,23.5204,87.3119,152,90.4,3.6,5,3.3,32.2,Low,Poor
WM007055,Durgapur,West Bengal,East,Tier-2,2018,5,Summer,393148,4877.9,43.9,Plastic,17.74,0.043,51.4,41.6,35.5,1,59.8,14.62,Incineration,3.8,0,68,14,4,803,8081324,1159,197.72,1075886,78.2,23.5204,87.3119,152,90.4,3.6,5,3.3,35.7,Low,Poor
WM007056,Erode,Tamil Nadu,South,Tier-2,2018,5,Summer,571443,3480.9,45.6,Organic,107.72,0.18,65.9,57.5,28.4,31.7,40.7,89.19,Recycling,5.5,1,146,27,4,1399,9711009,761,423.73,729464,80.9,11.341,77.7172,141,9.7,5,5.3,2.89,44.7,Medium,Good
WM007057,Erode,Tamil Nadu,South,Tier-2,2018,5,Summer,571443,3480.9,45.6,Plastic,25.61,0.044,66.2,50.3,33.4,1.4,63.3,24.95,Landfill,5.5,1,146,27,4,1399,9711009,548,391.25,729464,80.9,11.341,77.7172,141,9.7,5,5.3,2.89,37.4,Medium,Poor
WM007058,Faridabad,Haryana,North,Tier-1,2018,5,Summer,1397558,8286.9,83.9,Plastic,80.87,0.059,72.5,70,44.6,0.2,50.1,90.11,Waste_to_Energy,7.9,9,528,75,6,3561,22623045,1557,546.78,6274880,88,28.4089,77.3178,212,31,4.5,4.3,1.25,51.7,High,Excellent
WM007059,Firozabad,Uttar Pradesh,Central,Tier-2,2018,5,Summer,591020,4173.6,65.6,Metal,6.17,0.01,51.7,52.5,72,1.3,20.2,5.57,Landfill,4.6,1,136,27,3,1180,9619402,528,111.77,641083,79.9,27.1592,78.3957,173,26.3,3.4,7.8,2.41,53.8,Medium,Excellent
WM007060,Firozabad,Uttar Pradesh,Central,Tier-2,2018,5,Summer,591020,4173.6,65.6,Organic,95.74,0.157,60.4,56.5,21.3,30.5,46.2,76.9,Composting,4.6,1,136,27,3,1180,9619402,595,233.48,641083,79.9,27.1592,78.3957,173,26.3,3.4,7.8,2.41,39.6,Low,Average
WM007061,Gangtok,Sikkim,Northeast,Tier-3,2018,5,Summer,131023,1994.4,31.6,Plastic,4.52,0.035,49.6,49.9,42.1,0,59.7,4.7,Landfill,3.9,0,9,4,2,176,1247347,392,78.4,342062,81.5,27.3389,88.6065,111,176.7,10,1.1,3.39,32.8,Low,Poor
WM007062,Gaya,Bihar,East,Tier-2,2018,5,Summer,560454,5679.3,66.1,Paper,15.18,0.027,60.4,64.3,52.9,4.1,37.7,15.04,Landfill,6.1,1,111,27,3,1285,7720948,470,257.77,450494,85,24.7955,84.9994,149,57,1.7,5.3,2.51,50.5,High,Excellent
WM007063,Gaya,Bihar,East,Tier-2,2018,5,Summer,560454,5679.3,66.1,Plastic,25.83,0.047,58.2,50.6,43.8,0.2,54,24.36,Landfill,6.1,1,111,27,3,1285,7720948,569,389.77,450494,85,24.7955,84.9994,149,57,1.7,5.3,2.51,42.3,Medium,Average
WM007064,Gorakhpur,Uttar Pradesh,Central,Tier-2,2018,5,Summer,397958,5042.3,68.3,Plastic,17.85,0.044,60.2,46.5,30.5,0.1,67.1,16.57,Landfill,4.6,1,85,17,3,722,6559019,549,312.05,1419926,81.4,26.7606,83.3732,176,18.9,1.4,7.6,3.36,31.3,Low,Poor
WM007065,Gulbarga,Karnataka,South,Tier-2,2018,5,Summer,862691,2743.3,52.6,Plastic,34.76,0.041,67.4,63.7,46.8,1.1,51.5,26.15,Landfill,5.9,1,149,36,3,1897,9648857,442,557.38,1074534,85.1,17.3297,76.8343,130,23.1,3,3.2,1.8,46.4,High,Good
WM007066,Guntur,Andhra Pradesh,South,Tier-2,2018,5,Summer,1018465,7671.6,52.8,Paper,29.87,0.029,58.3,52.1,54.5,4.9,38.8,29.16,Recycling,4,0,259,39,3,1903,14539818,913,116.57,910462,78.1,16.3067,80.4365,134,24.7,1.9,2.8,2.93,42.7,Medium,Average
WM007067,Gurugram,Haryana,North,Tier-1,2018,5,Summer,2257685,7937.1,81.4,Organic,467.26,0.206,67.4,51.8,30.4,33.1,26.5,454.11,Landfill,6.6,4,1138,140,4,7203,57733204,613,8290.55,1811062,86,28.4595,77.0266,205,20.5,0.7,5.1,2.01,50.1,Medium,Good
WM007068,Guwahati,Assam,Northeast,Tier-1,2018,5,Summer,1354020,5818.2,64.2,Organic,261.93,0.185,71.4,60.1,24.4,41,28.1,240.72,Biogas,6,4,497,71,5,3844,41570428,1013,405.71,4946928,81.8,26.1445,91.7362,128,188.9,2.8,7.6,1.86,47.6,Medium,Good
WM007069,Gwalior,Madhya Pradesh,Central,Tier-1,2018,5,Summer,3268925,8797.8,71,Biomedical,13.51,0.004,70.3,62.8,31.9,0.5,62.5,13.38,Landfill,7.2,2,1566,195,6,10011,101167449,703,204.86,6245487,84.3,26.2183,78.1828,162,34.4,1.8,8.7,1.81,44.8,High,Good
WM007070,Gwalior,Madhya Pradesh,Central,Tier-1,2018,5,Summer,3268925,8797.8,71,Construction,265.3,0.08,67.1,51.5,45.7,0.7,49.1,260.83,Incineration,7.2,2,1566,195,6,10011,101167449,1867,2801.59,6245487,84.3,26.2183,78.1828,162,34.4,1.8,8.7,1.81,43.1,High,Average
WM007071,Haridwar,Uttarakhand,Central,Tier-3,2018,5,Summer,117973,1759.8,33.1,Organic,12.41,0.11,58.8,59.4,23.3,32.5,49,11.52,Landfill,4.9,1,8,4,2,175,713561,410,212.87,335862,80.7,29.9457,78.1642,146,26.6,8.6,2.1,3.79,42.7,Low,Average
WM007072,Howrah,West Bengal,East,Tier-1,2018,5,Summer,2493572,5418.4,80.8,Construction,234.43,0.09,66.7,61.5,52.6,0.2,48.7,257.84,Recycling,7.5,3,982,150,6,6722,59773064,1294,906.08,3097523,84.4,22.5958,88.2636,151,58.8,2.5,9.5,1.45,54.6,High,Excellent
WM007073,Howrah,West Bengal,East,Tier-1,2018,5,Summer,2493572,5418.4,80.8,Organic,472.01,0.188,81.1,60.7,30.1,41.1,22.4,482.23,Waste_to_Energy,7.5,3,982,150,6,6722,59773064,2011,3419.35,3097523,84.4,22.5958,88.2636,151,58.8,2.5,9.5,1.45,57.9,High,Excellent
WM007074,Hubballi-Dharwad,Karnataka,South,Tier-1,2018,5,Summer,1152947,10848.1,75.4,Construction,99.16,0.087,64.2,53.6,36.4,0.1,60.8,79.21,Landfill,6.6,6,535,62,6,3713,35376855,820,1473.48,2538478,86.4,15.3647,75.124,153,23.9,1.5,5,1.87,39.7,Medium,Average
WM007075,Hubballi-Dharwad,Karnataka,South,Tier-1,2018,5,Summer,1152947,10848.1,75.4,Organic,229.6,0.198,74.6,63.5,35.8,38.1,19.9,239.36,Composting,6.6,6,535,62,6,3713,35376855,836,591.27,2538478,86.4,15.3647,75.124,153,23.9,1.5,5,1.87,55.4,High,Excellent
WM007076,Hyderabad,Telangana,South,Metro,2018,5,Summer,8870011,21897,94.8,Construction,778.79,0.088,83,50,43.5,0.9,50.5,751.53,Recycling,8.8,2,6266,698,7,31871,234588738,1953,2909.44,13770492,88.6,17.385,78.4867,165,56.9,3.9,6.1,0.63,47.9,High,Good
WM007077,Hyderabad,Telangana,South,Metro,2018,5,Summer,8870011,21897,94.8,Organic,2517.57,0.271,92.6,62.2,38,38.9,13.7,2509.12,Biogas,8.8,2,6266,698,7,31871,234588738,1636,3746.49,13770492,88.6,17.385,78.4867,165,56.9,3.9,6.1,0.63,63,High,Excellent
WM007078,Imphal,Manipur,Northeast,Tier-3,2018,5,Summer,170065,2508.4,31.6,Organic,16.35,0.097,56.6,39.9,16,34.3,54.9,13.91,Landfill,4.1,0,9,5,2,260,998590,392,294.38,310795,78.9,24.817,93.9368,111,147.3,3.3,4.3,3.03,35.5,Low,Poor
WM007079,Imphal,Manipur,Northeast,Tier-3,2018,5,Summer,170065,2508.4,31.6,Paper,3.18,0.019,55.2,57.5,59.1,3.8,38.6,2.7,Landfill,4.1,0,9,5,2,260,998590,383,55.36,310795,78.9,24.817,93.9368,111,147.3,3.3,4.3,3.03,47.1,Medium,Good
WM007080,Indore,Madhya Pradesh,Central,Tier-1,2018,5,Summer,1549839,13626.9,81.5,Organic,327.62,0.218,71.6,45.1,16.8,31.5,50.4,249.47,Composting,5.8,0,845,80,5,4199,31140126,880,715.04,6076180,85.1,22.7196,75.8577,201,7.8,3.7,6.6,1.94,39.2,Low,Average
WM007081,Itanagar,Arunachal Pradesh,Northeast,Tier-3,2018,5,Summer,226466,2520.2,39.2,Construction,10.52,0.046,57.2,46.1,35.8,1,61.4,10.31,Landfill,5.3,1,12,8,2,379,1713568,390,166.29,356435,83.4,27.0844,93.6053,91,117.4,2.5,3.5,3.16,37.5,Medium,Poor
WM007082,Itanagar,Arunachal Pradesh,Northeast,Tier-3,2018,5,Summer,226466,2520.2,39.2,Organic,22.56,0.104,68.3,45.6,17.8,39.3,38.2,20.69,Composting,5.3,1,12,8,2,379,1713568,356,53.45,356435,83.4,27.0844,93.6053,91,117.4,2.5,3.5,3.16,40.8,Low,Average
WM007083,Jabalpur,Madhya Pradesh,Central,Tier-1,2018,5,Summer,1218613,12648.4,66.4,Plastic,63.8,0.053,64.5,55.7,48.1,1.1,48.7,55.37,Recycling,5.5,1,489,60,5,2868,32018107,1095,224.21,5235297,85.6,23.1815,79.9864,168,34.9,2.6,3.8,2.83,45.1,Medium,Good
WM007084,Jaipur,Rajasthan,North,Metro,2018,5,Summer,4008491,16761.4,94.8,Construction,432.17,0.103,73.1,59.5,42.6,0.3,46.2,456.45,Recycling,8.2,3,3456,285,7,15163,137620975,1480,1637.3,8777698,89.2,26.9124,75.7873,188,50.6,6.5,9.1,1.64,50.7,High,Excellent
WM007085,Jalandhar,Punjab,North,Tier-1,2018,5,Summer,1466976,7762.1,62.1,Construction,115.89,0.081,63.8,50,42.8,1.3,47.6,100.99,Landfill,6.3,3,771,75,6,3549,39780211,694,1819.71,5725960,82.8,31.326,75.5762,206,38.4,2.9,6,0.98,39.6,Medium,Average
WM007086,Jalgaon,Maharashtra,West,Tier-2,2018,5,Summer,868967,5908.8,45.5,Construction,59.66,0.067,55.5,47.8,37.7,0.3,53.9,54.55,Landfill,4.7,2,171,31,3,1634,11898201,461,972.17,1726249,76.4,21.0077,75.5626,130,24.2,1.4,2.7,2.11,34.9,Low,Poor
WM007087,Jalgaon,Maharashtra,West,Tier-2,2018,5,Summer,868967,5908.8,45.5,Metal,7.43,0.009,64.1,52.1,65.5,0.2,30.4,7.39,Recycling,4.7,2,171,31,3,1634,11898201,804,25.48,1726249,76.4,21.0077,75.5626,130,24.2,1.4,2.7,2.11,48.4,High,Good
WM007088,Jammu,Jammu and Kashmir,North,Tier-2,2018,5,Summer,981302,5467.3,43.2,Biomedical,2.94,0.003,60.4,53,34.3,0.5,62.8,2.75,Landfill,4.1,2,215,36,3,2108,20275389,437,50.11,1544098,79.3,32.7266,74.857,211,13.4,4.4,6.3,2.7,36.3,Low,Poor
WM007089,Jamnagar,Gujarat,West,Tier-2,2018,5,Summer,888701,7067.8,50.2,Organic,137.12,0.161,61.3,54.3,22.3,34.3,37.8,113.02,Landfill,3.8,0,210,38,3,1884,12960286,560,2181.19,1372582,79.2,22.4707,70.0577,151,8.3,1,1.7,2.13,42.7,Low,Average
WM007090,Jamshedpur,Jharkhand,East,Tier-2,2018,5,Summer,613147,5612.6,62.1,Glass,5.56,0.009,61.1,66.8,58,0.7,43.7,4.37,Recycling,5.9,1,111,25,4,1380,8507578,1005,19.42,1334372,83.9,22.8046,86.2029,126,97.1,1.1,2,2.09,50.7,High,Excellent
WM007091,Jamshedpur,Jharkhand,East,Tier-2,2018,5,Summer,613147,5612.6,62.1,Plastic,22.86,0.039,65.4,49.8,38.4,1,54.9,21.26,Landfill,5.9,1,111,25,4,1380,8507578,523,345.3,1334372,83.9,22.8046,86.2029,126,97.1,1.1,2,2.09,34.6,Medium,Poor
WM007092,Jhansi,Uttar Pradesh,Central,Tier-2,2018,5,Summer,407640,3067.7,67.6,Construction,26.7,0.067,50.7,39,35,0.6,62.6,27.35,Recycling,4,0,100,17,4,812,6320338,963,88.26,1574513,78.6,25.4484,78.5685,167,25.7,2.3,2.7,1.76,35.4,Low,Poor
WM007093,Jhansi,Uttar Pradesh,Central,Tier-2,2018,5,Summer,407640,3067.7,67.6,Paper,11.01,0.028,61.6,49.4,44.1,3.7,46.6,9.93,Landfill,4,0,100,17,4,812,6320338,469,184.38,1574513,78.6,25.4484,78.5685,167,25.7,2.3,2.7,1.76,39.9,Medium,Average
WM007094,Jodhpur,Rajasthan,North,Tier-1,2018,5,Summer,3042946,9843.1,73.9,Organic,572.4,0.196,75.7,46.9,29.3,42,22.3,522.24,Composting,6.5,3,1332,184,5,8782,63635428,902,1435.72,1607291,83,26.2389,73.0243,217,23.1,7.1,5.7,2.65,50.8,Medium,Excellent
WM007095,Junagadh,Gujarat,West,Tier-3,2018,5,Summer,99215,759.9,45.6,E-Waste,0.5,0.005,47.3,42.3,35.7,1,65.7,0.46,Landfill,5.1,2,5,3,2,150,411563,322,8.4,309263,81.6,21.5222,70.4579,144,7.7,4.5,5,4.15,36.1,Low,Poor
WM007096,Junagadh,Gujarat,West,Tier-3,2018,5,Summer,99215,759.9,45.6,Organic,12.81,0.127,60.1,44.8,24.6,37.9,38.4,10.37,Landfill,5.1,2,5,3,2,150,411563,406,190.96,309263,81.6,21.5222,70.4579,144,7.7,4.5,5,4.15,44.5,Low,Good
WM007097,Kannur,Kerala,South,Tier-3,2018,5,Summer,73803,3389.1,45.2,Metal,0.54,0.007,46.1,56.3,71.7,0.4,31.5,0.49,Recycling,3.4,0,5,3,1,112,426068,548,1.91,70639,79.7,11.8745,75.3704,147,22.7,8.4,4,2.83,51.3,Medium,Excellent
WM007098,Kannur,Kerala,South,Tier-3,2018,5,Summer,73803,3389.1,45.2,Paper,1.37,0.019,47.3,48.4,52.1,4.4,48.5,1.16,Landfill,3.4,0,5,3,1,112,426068,310,21.11,70639,79.7,11.8745,75.3704,147,22.7,8.4,4,2.83,43.2,Low,Average
WM007099,Kanpur,Uttar Pradesh,Central,Tier-1,2018,5,Summer,3104249,13129.3,84,Organic,596.72,0.19,75.2,57.7,17.5,42.7,30.7,542.09,Composting,7.8,1,1389,175,6,8693,103134668,810,1549.47,4306298,87.8,26.4499,80.3319,185,41.1,2.2,7.2,1.25,53,High,Excellent
WM007100,Karnal,Haryana,North,Tier-2,2018,5,Summer,742638,3371.8,57.4,Organic,104.41,0.135,68.5,45.3,18.4,33.2,45.7,94.91,Landfill,4.9,2,159,30,4,1522,15852684,495,1737.02,1440287,77.1,29.6857,76.9905,201,19.4,1.9,4.5,2.65,38.5,Low,Average
WM007101,Kavaratti,Lakshadweep,South,Tier-3,2018,5,Summer,290907,1157.2,44.2,Plastic,8.44,0.028,54.9,56.2,41.3,0.5,57.9,7.76,Recycling,4.5,1,17,9,2,435,1923878,535,28.04,269783,79.5,10.5593,72.6358,98,61.9,7.2,2.7,3.45,40.9,Medium,Average
WM007102,Kochi,Kerala,South,Tier-2,2018,5,Summer,524430,7563.1,46.8,E-Waste,3.29,0.006,46.2,46,43.4,1.2,52.7,2.35,Recycling,4.2,0,90,21,3,1100,7732404,744,11.76,357178,81.2,9.9312,76.2673,102,58.8,10,3,1.93,38.2,Low,Average
WM007103,Kohima,Nagaland,Northeast,Tier-3,2018,5,Summer,53613,1802.9,34.2,Organic,5.04,0.096,49.8,42.2,10.8,22.5,65.5,4.25,Landfill,2.5,0,3,3,1,68,290784,318,86.53,103811,78.2,25.6751,94.1086,115,270,3.6,2.4,4.33,25.5,Low,Poor
WM007104,Kolhapur,Maharashtra,West,Tier-2,2018,5,Summer,320278,2549.7,62,Organic,46.59,0.148,64.2,49.9,25.5,34.5,38.2,40.64,Landfill,3.8,0,80,13,3,693,3848255,450,824.56,473694,81.4,16.705,74.2433,158,12.9,2,3.1,2.49,38.4,Low,Average
WM007105,Kolhapur,Maharashtra,West,Tier-2,2018,5,Summer,320278,2549.7,62,Plastic,14.41,0.045,57.5,53.6,35.5,1,63.4,11.77,Recycling,3.8,0,80,13,3,693,3848255,768,47.07,473694,81.4,16.705,74.2433,158,12.9,2,3.1,2.49,32.7,Low,Poor
WM007106,Kolkata,West Bengal,East,Metro,2018,5,Summer,14961939,24139.2,97.2,Paper,692.72,0.046,81.8,76.6,60.5,5,25.9,681.67,Landfill,7.1,10,12832,1170,7,59856,611247854,1158,10852.27,11639395,82,22.5726,88.3639,172,69.4,3.2,7,1.16,62.6,High,Excellent
WM007107,Kollam,Kerala,South,Tier-2,2018,5,Summer,859231,6889.1,60.2,Organic,132.2,0.152,65.4,42,15.6,33.1,50.4,91.28,Landfill,4.1,2,171,33,2,1638,7710586,444,2090.22,1146237,78.3,8.8932,76.6141,111,64.6,3.8,3.6,2.44,36.4,Low,Poor
WM007108,Kota,Rajasthan,North,Tier-1,2018,5,Summer,2568201,10617.7,71,Organic,554.19,0.21,80.5,61.1,22.1,42.8,31.8,619.95,Biogas,7.2,5,1082,158,6,6839,83307871,1113,877.64,6495587,88,25.2138,75.8648,163,25.1,1.2,3.7,1.63,53,High,Excellent
WM007109,Kota,Rajasthan,North,Tier-1,2018,5,Summer,2568201,10617.7,71,Plastic,159.55,0.063,78.2,58.5,43.2,1.2,51.8,140.15,Landfill,7.2,5,1082,158,6,6839,83307871,724,2842.2,6495587,88,25.2138,75.8648,163,25.1,1.2,3.7,1.63,47.8,High,Good
WM007110,Lucknow,Uttar Pradesh,Central,Tier-1,2018,5,Summer,3688408,12541.1,62.8,Construction,287.49,0.079,63.8,44.2,35.1,0.2,57.4,294.49,Recycling,6,3,2008,197,5,9752,86540071,1028,1058.49,6464871,81.5,26.8467,80.9462,168,18.8,4.2,3.5,3.22,41.6,Medium,Average
WM007111,Ludhiana,Punjab,North,Tier-1,2018,5,Summer,2040032,11924.5,83.9,Plastic,124.94,0.06,73.5,55.8,36.7,0.2,56.7,112.72,Recycling,5.3,1,1118,105,6,5828,40353307,1112,494.46,5133654,84.2,30.901,75.8573,208,38.5,2.7,7,1.13,42.2,Medium,Average
WM007112,Madurai,Tamil Nadu,South,Tier-1,2018,5,Summer,1743127,12641.2,70.8,Plastic,96.46,0.054,75.1,64.8,48.3,0.6,48.2,92.23,Landfill,6.4,3,688,80,5,5303,41145132,627,1443.14,2320457,85.6,9.9252,78.1198,158,41.3,7.4,6.2,2.04,46.6,High,Good
WM007113,Mangalore,Karnataka,South,Tier-2,2018,5,Summer,785950,5358.4,65.2,Glass,8.31,0.011,57.5,60.7,57.1,0,40.5,7.72,Landfill,6,1,196,31,4,1793,8692448,480,149.53,1382306,82.2,12.9141,74.856,120,46.8,4.3,4.5,3.27,55.2,High,Excellent
WM007114,Meerut,Uttar Pradesh,Central,Tier-1,2018,5,Summer,1741018,9033.8,84.7,Organic,301.74,0.18,68.3,49.5,22.3,31,42.5,266.65,Landfill,5.3,3,805,81,5,4394,29518635,762,4569.34,7121638,84.3,28.9845,77.7064,203,22.9,3.2,6.7,1.12,42.2,Medium,Average
WM007115,Moradabad,Uttar Pradesh,Central,Tier-1,2018,5,Summer,1663779,12018.2,62.9,Glass,23.88,0.015,58.1,60.9,58.1,0.3,36.1,20.98,Landfill,5.2,1,783,79,5,4316,37911946,812,372.99,3917335,80.2,28.8386,78.7733,197,26.4,4.4,5.9,2.2,50,High,Good
WM007116,Moradabad,Uttar Pradesh,Central,Tier-1,2018,5,Summer,1663779,12018.2,62.9,Paper,70.27,0.041,63.7,62.4,62.5,4,29.7,64.05,Recycling,5.2,1,783,79,5,4316,37911946,1256,242.43,3917335,80.2,28.8386,78.7733,197,26.4,4.4,5.9,2.2,53.3,High,Excellent
WM007117,Mount Abu,Rajasthan,North,Tier-3,2018,5,Summer,185624,3225.6,28.1,Biomedical,0.58,0.003,58.3,63.4,32,0.5,63.3,0.49,Landfill,4.1,1,9,6,2,265,1195750,335,9.56,134820,80.3,24.5926,72.7156,173,22.6,8.1,2.7,2.73,37.2,Medium,Poor
WM007118,Mumbai,Maharashtra,West,Metro,2018,5,Summer,19298656,23042.1,99,Plastic,1294.84,0.065,64.9,65.8,43.6,0.3,54.3,1018.38,Recycling,6.4,3,15525,1549,7,77810,787891879,1951,4661.7,17124068,84.1,19.076,72.8777,175,5.3,5.4,7.8,1.23,44.2,High,Good
WM007119,Muzaffarpur,Bihar,East,Tier-2,2018,5,Summer,1005380,4566.8,66.8,E-Waste,7.2,0.007,50.7,53.6,37.8,0.2,61.5,5.65,Landfill,4.6,2,178,41,3,1966,17258502,540,118.07,1777117,83.2,26.1225,85.3906,147,78.9,3.2,7.2,2.79,38.7,Low,Average
